id,observation_date,festival_name,is_holiday,season_type,promotion_event_id
186,2020-02-03,,0,Winter,PROMO-FLASH-001
187,2020-02-03,,0,Winter,
188,2020-02-04,,0,Winter,
189,2020-02-04,,0,Winter,
190,2020-02-04,,0,Winter,
191,2020-02-04,,0,Winter,PROMO-NEWYEAR
192,2020-02-04,,0,Winter,
193,2020-02-04,,0,Winter,PROMO-FLASH-001
194,2020-02-04,,0,Winter,
195,2020-02-05,,0,Winter,PROMO-FLASH-001
196,2020-02-05,,0,Winter,
197,2020-02-05,,0,Winter,
198,2020-02-05,,0,Winter,
199,2020-02-05,,0,Winter,
200,2020-02-05,,0,Winter,
201,2020-02-05,,0,Winter,
202,2020-02-05,,0,Winter,
203,2020-02-06,,0,Winter,PROMO-FLASH-001
204,2020-02-06,,0,Winter,
205,2020-02-06,,0,Winter,
206,2020-02-07,,0,Winter,
207,2020-02-07,,0,Winter,
208,2020-02-07,,0,Winter,
209,2020-02-07,,0,Winter,
210,2020-02-08,,0,Winter,
211,2020-02-08,,0,Winter,
212,2020-02-08,,0,Winter,
213,2020-02-08,,0,Winter,
214,2020-02-08,,0,Winter,
215,2020-02-08,,0,Winter,PROMO-NEWYEAR
216,2020-02-09,,0,Winter,
217,2020-02-09,,0,Winter,PROMO-NEWYEAR
218,2020-02-09,,0,Winter,
219,2020-02-09,,0,Winter,
220,2020-02-09,,0,Winter,
221,2020-02-09,,0,Winter,
222,2020-02-09,,0,Winter,
223,2020-02-10,,0,Winter,
224,2020-02-10,,0,Winter,
225,2020-02-10,,0,Winter,
226,2020-02-10,,0,Winter,PROMO-FLASH-001
227,2020-02-11,,0,Winter,
228,2020-02-11,,0,Winter,
229,2020-02-11,,0,Winter,
230,2020-02-12,,0,Winter,
231,2020-02-12,,0,Winter,
232,2020-02-12,,0,Winter,
233,2020-02-12,,0,Winter,PROMO-NEWYEAR
234,2020-02-12,,0,Winter,
235,2020-02-12,,0,Winter,
236,2020-02-12,,0,Winter,
237,2020-02-13,,0,Winter,
238,2020-02-13,,0,Winter,PROMO-FLASH-001
239,2020-02-13,,0,Winter,
240,2020-02-13,,0,Winter,
241,2020-02-13,,0,Winter,
242,2020-02-13,,0,Winter,
243,2020-02-13,,0,Winter,
244,2020-02-14,,1,Winter,
245,2020-02-14,,1,Winter,
246,2020-02-14,,1,Winter,PROMO-FLASH-001
247,2020-02-14,,1,Winter,
248,2020-02-14,,1,Winter,PROMO-NEWYEAR
249,2020-02-15,,0,Winter,PROMO-FLASH-001
250,2020-02-15,,0,Winter,PROMO-FLASH-001
251,2020-02-15,,0,Winter,PROMO-NEWYEAR
252,2020-02-15,,0,Winter,PROMO-NEWYEAR
253,2020-02-16,,0,Winter,
254,2020-02-16,,0,Winter,
255,2020-02-16,,0,Winter,
256,2020-02-16,,0,Winter,
257,2020-02-16,,0,Winter,
258,2020-02-16,,0,Winter,PROMO-NEWYEAR
259,2020-02-17,,0,Winter,
260,2020-02-17,,0,Winter,
261,2020-02-17,,0,Winter,PROMO-NEWYEAR
262,2020-02-17,,0,Winter,
263,2020-02-17,,0,Winter,PROMO-NEWYEAR
264,2020-02-17,,0,Winter,
265,2020-02-17,,0,Winter,
266,2020-02-17,,0,Winter,PROMO-NEWYEAR
267,2020-02-18,,0,Winter,
268,2020-02-18,,0,Winter,
269,2020-02-18,,0,Winter,
270,2020-02-18,,0,Winter,PROMO-NEWYEAR
271,2020-02-18,,0,Winter,
272,2020-02-19,,0,Winter,
273,2020-02-19,,0,Winter,PROMO-NEWYEAR
274,2020-02-19,,0,Winter,
275,2020-02-19,,0,Winter,
276,2020-02-19,,0,Winter,
277,2020-02-19,,0,Winter,PROMO-NEWYEAR
278,2020-02-20,Mardi Gras,0,Winter,PROMO-NEWYEAR
279,2020-02-20,Mardi Gras,0,Winter,PROMO-FLASH-001
280,2020-02-20,Mardi Gras,0,Winter,
281,2020-02-20,Mardi Gras,0,Winter,
282,2020-02-20,Mardi Gras,0,Winter,
283,2020-02-21,Mardi Gras,0,Winter,
284,2020-02-21,Mardi Gras,0,Winter,
285,2020-02-21,Mardi Gras,0,Winter,
286,2020-02-21,Mardi Gras,0,Winter,
287,2020-02-21,Mardi Gras,0,Winter,
288,2020-02-22,,0,Winter,
289,2020-02-22,,0,Winter,
290,2020-02-22,,0,Winter,
291,2020-02-22,,0,Winter,
292,2020-02-23,,0,Winter,
293,2020-02-23,,0,Winter,
294,2020-02-24,,0,Winter,
295,2020-02-24,,0,Winter,
296,2020-02-24,,0,Winter,
297,2020-02-24,,0,Winter,
298,2020-02-25,,0,Winter,PROMO-NEWYEAR
299,2020-02-25,,0,Winter,
300,2020-02-25,,0,Winter,
301,2020-02-25,,0,Winter,
302,2020-02-25,,0,Winter,
303,2020-02-25,,0,Winter,
304,2020-02-25,,0,Winter,
305,2020-02-26,,0,Winter,
306,2020-02-26,,0,Winter,
307,2020-02-26,,0,Winter,
308,2020-02-26,,0,Winter,
309,2020-02-27,,0,Winter,PROMO-FLASH-001
310,2020-02-27,,0,Winter,
311,2020-02-27,,0,Winter,
312,2020-02-27,,0,Winter,
313,2020-02-27,,0,Winter,
314,2020-02-27,,0,Winter,
315,2020-02-27,,0,Winter,
316,2020-02-27,,0,Winter,
317,2020-02-27,,0,Winter,
318,2020-02-27,,0,Winter,
319,2020-02-27,,0,Winter,
320,2020-02-27,,0,Winter,
321,2020-02-27,,0,Winter,
322,2020-02-28,,0,Winter,PROMO-NEWYEAR
323,2020-02-28,,0,Winter,
324,2020-02-28,,0,Winter,
325,2020-02-29,,0,Winter,
326,2020-02-29,,0,Winter,PROMO-NEWYEAR
327,2020-02-29,,0,Winter,PROMO-FLASH-001
328,2020-02-29,,0,Winter,
329,2020-02-29,,0,Winter,
330,2020-03-01,,0,Spring,
331,2020-03-01,,0,Spring,
332,2020-03-01,,0,Spring,
333,2020-03-02,,0,Spring,
334,2020-03-02,,0,Spring,
335,2020-03-02,,0,Spring,PROMO-FLASH-002
336,2020-03-02,,0,Spring,
337,2020-03-02,,0,Spring,
338,2020-03-02,,0,Spring,
339,2020-03-02,,0,Spring,PROMO-FLASH-002
340,2020-03-02,,0,Spring,
341,2020-03-03,,0,Spring,
342,2020-03-03,,0,Spring,PROMO-SPRING
343,2020-03-03,,0,Spring,
344,2020-03-03,,0,Spring,
345,2020-03-03,,0,Spring,
346,2020-03-03,,0,Spring,
347,2020-03-04,,0,Spring,
348,2020-03-04,,0,Spring,
349,2020-03-04,,0,Spring,
350,2020-03-04,,0,Spring,
351,2020-03-04,,0,Spring,
352,2020-03-04,,0,Spring,
353,2020-03-05,,0,Spring,
354,2020-03-05,,0,Spring,
355,2020-03-05,,0,Spring,
356,2020-03-05,,0,Spring,PROMO-SPRING
357,2020-03-05,,0,Spring,
358,2020-03-05,,0,Spring,PROMO-FLASH-002
359,2020-03-05,,0,Spring,
360,2020-03-05,,0,Spring,
361,2020-03-05,,0,Spring,
362,2020-03-05,,0,Spring,
363,2020-03-06,,0,Spring,
364,2020-03-06,,0,Spring,
365,2020-03-06,,0,Spring,
366,2020-03-06,,0,Spring,
367,2020-03-06,,0,Spring,
368,2020-03-07,,0,Spring,
369,2020-03-07,,0,Spring,PROMO-SPRING
370,2020-03-07,,0,Spring,
371,2020-03-07,,0,Spring,
372,2020-03-07,,0,Spring,PROMO-SPRING
373,2020-03-07,,0,Spring,
374,2020-03-08,,0,Spring,
375,2020-03-08,,0,Spring,
376,2020-03-08,,0,Spring,
377,2020-03-08,,0,Spring,
378,2020-03-08,,0,Spring,
379,2020-03-09,,0,Spring,
380,2020-03-09,,0,Spring,
381,2020-03-09,,0,Spring,
382,2020-03-09,,0,Spring,
383,2020-03-10,,0,Spring,
384,2020-03-10,,0,Spring,
385,2020-03-10,,0,Spring,
386,2020-03-10,,0,Spring,PROMO-FLASH-002
387,2020-03-10,,0,Spring,
388,2020-03-10,,0,Spring,
389,2020-03-10,,0,Spring,
390,2020-03-10,,0,Spring,PROMO-SPRING
391,2020-03-11,,0,Spring,
392,2020-03-11,,0,Spring,
393,2020-03-11,,0,Spring,
394,2020-03-12,,0,Spring,
395,2020-03-12,,0,Spring,
396,2020-03-12,,0,Spring,
397,2020-03-12,,0,Spring,
398,2020-03-13,Pi Day,0,Spring,
399,2020-03-13,Pi Day,0,Spring,
400,2020-03-13,Pi Day,0,Spring,
401,2020-03-13,Pi Day,0,Spring,
402,2020-03-13,Pi Day,0,Spring,
403,2020-03-13,Pi Day,0,Spring,PROMO-SPRING
404,2020-03-13,Pi Day,0,Spring,
405,2020-03-13,Pi Day,0,Spring,
406,2020-03-14,Pi Day,0,Spring,
407,2020-03-14,Pi Day,0,Spring,
408,2020-03-14,Pi Day,0,Spring,
409,2020-03-14,Pi Day,0,Spring,PROMO-FLASH-002
410,2020-03-14,Pi Day,0,Spring,
411,2020-03-15,,0,Spring,
412,2020-03-15,,0,Spring,
413,2020-03-15,,0,Spring,
414,2020-03-15,,0,Spring,PROMO-SPRING
415,2020-03-15,,0,Spring,PROMO-SPRING
416,2020-03-15,,0,Spring,PROMO-SPRING
417,2020-03-15,,0,Spring,
418,2020-03-15,,0,Spring,PROMO-FLASH-002
419,2020-03-16,St. Patrick's Day,0,Spring,
420,2020-03-16,St. Patrick's Day,0,Spring,PROMO-FLASH-002
421,2020-03-16,St. Patrick's Day,0,Spring,
422,2020-03-17,St. Patrick's Day,1,Spring,
423,2020-03-17,St. Patrick's Day,1,Spring,
424,2020-03-17,St. Patrick's Day,1,Spring,
425,2020-03-17,St. Patrick's Day,1,Spring,PROMO-SPRING
426,2020-03-18,,0,Spring,
427,2020-03-18,,0,Spring,PROMO-FLASH-002
428,2020-03-18,,0,Spring,
429,2020-03-19,,0,Spring,
430,2020-03-19,,0,Spring,
431,2020-03-19,,0,Spring,PROMO-SPRING
432,2020-03-19,,0,Spring,
433,2020-03-19,,0,Spring,
434,2020-03-19,,0,Spring,
435,2020-03-19,,0,Spring,PROMO-FLASH-002
436,2020-03-19,,0,Spring,PROMO-FLASH-002
437,2020-03-19,,0,Spring,
438,2020-03-19,,0,Spring,
439,2020-03-20,,0,Spring,PROMO-SPRING
440,2020-03-20,,0,Spring,
441,2020-03-20,,0,Spring,
442,2020-03-20,,0,Spring,
443,2020-03-20,,0,Spring,PROMO-FLASH-002
444,2020-03-21,,0,Spring,
445,2020-03-21,,0,Spring,
446,2020-03-21,,0,Spring,
447,2020-03-21,,0,Spring,PROMO-SPRING
448,2020-03-21,,0,Spring,
449,2020-03-21,,0,Spring,
450,2020-03-21,,0,Spring,
451,2020-03-22,,0,Spring,PROMO-SPRING
452,2020-03-22,,0,Spring,
453,2020-03-22,,0,Spring,
454,2020-03-22,,0,Spring,PROMO-SPRING
455,2020-03-22,,0,Spring,
456,2020-03-22,,0,Spring,
457,2020-03-22,,0,Spring,
458,2020-03-22,,0,Spring,
459,2020-03-22,,0,Spring,
460,2020-03-23,,0,Spring,
461,2020-03-23,,0,Spring,
462,2020-03-23,,0,Spring,
463,2020-03-23,,0,Spring,
464,2020-03-23,,0,Spring,
465,2020-03-23,,0,Spring,
466,2020-03-24,,0,Spring,
467,2020-03-24,,0,Spring,PROMO-FLASH-002
468,2020-03-24,,0,Spring,PROMO-SPRING
469,2020-03-24,,0,Spring,
470,2020-03-25,,0,Spring,
471,2020-03-25,,0,Spring,
472,2020-03-26,,0,Spring,
473,2020-03-27,,0,Spring,
474,2020-03-27,,0,Spring,
475,2020-03-27,,0,Spring,
476,2020-03-27,,0,Spring,
477,2020-03-27,,0,Spring,
478,2020-03-27,,0,Spring,
479,2020-03-28,,0,Spring,
480,2020-03-28,,0,Spring,
481,2020-03-28,,0,Spring,
482,2020-03-28,,0,Spring,
483,2020-03-28,,0,Spring,
484,2020-03-28,,0,Spring,
485,2020-03-28,,0,Spring,PROMO-SPRING
486,2020-03-28,,0,Spring,
487,2020-03-29,,0,Spring,PROMO-SPRING
488,2020-03-29,,0,Spring,
489,2020-03-29,,0,Spring,
490,2020-03-30,,0,Spring,PROMO-FLASH-002
491,2020-03-30,,0,Spring,
492,2020-03-30,,0,Spring,
493,2020-03-30,,0,Spring,
494,2020-03-30,,0,Spring,
495,2020-03-30,,0,Spring,
496,2020-03-31,,0,Spring,
497,2020-03-31,,0,Spring,
498,2020-03-31,,0,Spring,
499,2020-03-31,,0,Spring,
500,2020-03-31,,0,Spring,
501,2020-03-31,,0,Spring,
502,2020-03-31,,0,Spring,
503,2020-04-01,,0,Spring,
504,2020-04-01,,0,Spring,
505,2020-04-01,,0,Spring,
506,2020-04-01,,0,Spring,
507,2020-04-01,,0,Spring,
508,2020-04-01,,0,Spring,
509,2020-04-01,,0,Spring,
510,2020-04-02,,0,Spring,
511,2020-04-02,,0,Spring,
512,2020-04-02,,0,Spring,
513,2020-04-02,,0,Spring,
514,2020-04-02,,0,Spring,
515,2020-04-02,,0,Spring,PROMO-SPRING
516,2020-04-03,,0,Spring,
517,2020-04-03,,0,Spring,
518,2020-04-03,,0,Spring,
519,2020-04-03,,0,Spring,
520,2020-04-03,,0,Spring,
521,2020-04-03,,0,Spring,PROMO-SPRING
522,2020-04-03,,0,Spring,
523,2020-04-03,,0,Spring,
524,2020-04-04,,0,Spring,
525,2020-04-04,,0,Spring,
526,2020-04-04,,0,Spring,
527,2020-04-04,,0,Spring,
528,2020-04-05,,0,Spring,PROMO-SPRING
529,2020-04-05,,0,Spring,PROMO-SPRING
530,2020-04-05,,0,Spring,
531,2020-04-05,,0,Spring,
532,2020-04-05,,0,Spring,
533,2020-04-05,,0,Spring,
534,2020-04-05,,0,Spring,
535,2020-04-05,,0,Spring,
536,2020-04-06,,0,Spring,
537,2020-04-06,,0,Spring,
538,2020-04-07,,0,Spring,
539,2020-04-07,,0,Spring,
540,2020-04-07,,0,Spring,
541,2020-04-07,,0,Spring,
542,2020-04-08,,0,Spring,
543,2020-04-08,,0,Spring,PROMO-SPRING
544,2020-04-08,,0,Spring,PROMO-SPRING
545,2020-04-08,,0,Spring,
546,2020-04-08,,0,Spring,PROMO-SPRING
547,2020-04-08,,0,Spring,
548,2020-04-08,,0,Spring,
549,2020-04-09,,0,Spring,
550,2020-04-09,,0,Spring,PROMO-SPRING
551,2020-04-09,,0,Spring,
552,2020-04-10,,0,Spring,PROMO-SPRING
553,2020-04-10,,0,Spring,PROMO-SPRING
554,2020-04-10,,0,Spring,PROMO-SPRING
555,2020-04-10,,0,Spring,PROMO-SPRING
556,2020-04-10,,0,Spring,
557,2020-04-10,,0,Spring,
558,2020-04-10,,0,Spring,
559,2020-04-10,,0,Spring,
560,2020-04-10,,0,Spring,
561,2020-04-11,,0,Spring,
562,2020-04-11,,0,Spring,
563,2020-04-11,,0,Spring,PROMO-SPRING
564,2020-04-12,,0,Spring,
565,2020-04-12,,0,Spring,
566,2020-04-12,,0,Spring,
567,2020-04-13,,0,Spring,
568,2020-04-13,,0,Spring,
569,2020-04-13,,0,Spring,
570,2020-04-13,,0,Spring,
571,2020-04-13,,0,Spring,PROMO-SPRING
572,2020-04-14,,0,Spring,PROMO-SPRING
573,2020-04-14,,0,Spring,PROMO-SPRING
574,2020-04-14,,0,Spring,
575,2020-04-14,,0,Spring,
576,2020-04-14,,0,Spring,
577,2020-04-14,,0,Spring,
578,2020-04-14,,0,Spring,
579,2020-04-14,,0,Spring,
580,2020-04-14,,0,Spring,
581,2020-04-14,,0,Spring,
582,2020-04-15,,0,Spring,
583,2020-04-15,,0,Spring,
584,2020-04-15,,0,Spring,PROMO-SPRING
585,2020-04-15,,0,Spring,
586,2020-04-15,,0,Spring,PROMO-SPRING
587,2020-04-16,,0,Spring,
588,2020-04-16,,0,Spring,PROMO-SPRING
589,2020-04-16,,0,Spring,
590,2020-04-16,,0,Spring,
591,2020-04-16,,0,Spring,
592,2020-04-16,,0,Spring,
593,2020-04-17,,0,Spring,
594,2020-04-17,,0,Spring,PROMO-SPRING
595,2020-04-17,,0,Spring,
596,2020-04-17,,0,Spring,
597,2020-04-17,,0,Spring,
598,2020-04-17,,0,Spring,
599,2020-04-17,,0,Spring,
600,2020-04-18,,0,Spring,
601,2020-04-18,,0,Spring,
602,2020-04-18,,0,Spring,
603,2020-04-18,,0,Spring,
604,2020-04-18,,0,Spring,
605,2020-04-19,,0,Spring,
606,2020-04-19,,0,Spring,
607,2020-04-19,,0,Spring,PROMO-SPRING
608,2020-04-19,,0,Spring,
609,2020-04-19,,0,Spring,
610,2020-04-19,,0,Spring,
611,2020-04-20,,0,Spring,
612,2020-04-21,Earth Day,0,Spring,
613,2020-04-21,Earth Day,0,Spring,
614,2020-04-22,Earth Day,0,Spring,
615,2020-04-22,Earth Day,0,Spring,PROMO-SPRING
616,2020-04-22,Earth Day,0,Spring,
617,2020-04-22,Earth Day,0,Spring,
618,2020-04-23,,0,Spring,PROMO-SPRING
619,2020-04-23,,0,Spring,
620,2020-04-23,,0,Spring,
621,2020-04-24,,0,Spring,
622,2020-04-24,,0,Spring,
623,2020-04-24,,0,Spring,
624,2020-04-24,,0,Spring,
625,2020-04-24,,0,Spring,
626,2020-04-24,,0,Spring,PROMO-SPRING
627,2020-04-24,,0,Spring,
628,2020-04-25,,0,Spring,
629,2020-04-25,,0,Spring,
630,2020-04-25,,0,Spring,
631,2020-04-25,,0,Spring,
632,2020-04-25,,0,Spring,
633,2020-04-26,,0,Spring,
634,2020-04-26,,0,Spring,
635,2020-04-26,,0,Spring,
636,2020-04-26,,0,Spring,
637,2020-04-26,,0,Spring,
638,2020-04-26,,0,Spring,
639,2020-04-26,,0,Spring,
640,2020-04-26,,0,Spring,PROMO-SPRING
641,2020-04-26,,0,Spring,
642,2020-04-27,,0,Spring,
643,2020-04-27,,0,Spring,PROMO-SPRING
644,2020-04-27,,0,Spring,
645,2020-04-28,,0,Spring,PROMO-SPRING
646,2020-04-28,,0,Spring,
647,2020-04-28,,0,Spring,
648,2020-04-28,,0,Spring,
649,2020-04-29,,0,Spring,PROMO-SPRING
650,2020-04-29,,0,Spring,
651,2020-04-29,,0,Spring,
652,2020-04-29,,0,Spring,PROMO-SPRING
653,2020-04-29,,0,Spring,
654,2020-04-30,,0,Spring,
655,2020-04-30,,0,Spring,PROMO-SPRING
656,2020-04-30,,0,Spring,
657,2020-05-01,,1,Spring,
658,2020-05-01,,1,Spring,
659,2020-05-01,,1,Spring,
660,2020-05-01,,1,Spring,
661,2020-05-01,,1,Spring,
662,2020-05-01,,1,Spring,
663,2020-05-01,,1,Spring,
664,2020-05-01,,1,Spring,PROMO-FLASH-001
665,2020-05-01,,1,Spring,
666,2020-05-02,,0,Spring,PROMO-FLASH-001
667,2020-05-02,,0,Spring,
668,2020-05-02,,0,Spring,
669,2020-05-02,,0,Spring,
670,2020-05-02,,0,Spring,
671,2020-05-03,,0,Spring,
672,2020-05-03,,0,Spring,
673,2020-05-03,,0,Spring,
674,2020-05-03,,0,Spring,
675,2020-05-04,,0,Spring,PROMO-FLASH-001
676,2020-05-04,,0,Spring,PROMO-FLASH-001
677,2020-05-04,,0,Spring,PROMO-FLASH-001
678,2020-05-04,,0,Spring,
679,2020-05-04,,0,Spring,PROMO-FLASH-001
680,2020-05-04,,0,Spring,
681,2020-05-05,,0,Spring,PROMO-FLASH-001
682,2020-05-05,,0,Spring,
683,2020-05-06,,0,Spring,
684,2020-05-06,,0,Spring,PROMO-FLASH-001
685,2020-05-06,,0,Spring,
686,2020-05-06,,0,Spring,
687,2020-05-06,,0,Spring,PROMO-FLASH-001
688,2020-05-06,,0,Spring,
689,2020-05-06,,0,Spring,
690,2020-05-07,,0,Spring,PROMO-FLASH-001
691,2020-05-07,,0,Spring,PROMO-FLASH-001
692,2020-05-07,,0,Spring,
693,2020-05-07,,0,Spring,
694,2020-05-07,,0,Spring,
695,2020-05-07,,0,Spring,
696,2020-05-08,,0,Spring,
697,2020-05-08,,0,Spring,PROMO-FLASH-001
698,2020-05-08,,0,Spring,
699,2020-05-08,,0,Spring,
700,2020-05-08,,0,Spring,PROMO-FLASH-001
701,2020-05-09,,0,Spring,PROMO-FLASH-001
702,2020-05-09,,0,Spring,
703,2020-05-09,,0,Spring,
704,2020-05-10,,0,Spring,
705,2020-05-10,,0,Spring,
706,2020-05-10,,0,Spring,PROMO-FLASH-001
707,2020-05-11,,0,Spring,
708,2020-05-11,,0,Spring,
709,2020-05-11,,0,Spring,
710,2020-05-11,,0,Spring,
