Transaction_ID,Timestamp,Product_ID,Quantity_Sold,Unit_Price,Discount_Applied,Payment_Method,Store_ID
41,2025-09-21 12:42:49,202,2,2.7,20.8,Credit Card,STR-031
42,2025-09-21 12:48:58,241,3,2.68,0,Credit Card,STR-001
43,2025-09-21 16:50:47,17,5,1.46,7.3,Cash,STR-045
44,2025-09-22 13:22:56,11,2,4.67,0,Debit Card,STR-019
45,2025-09-23 00:48:34,75,3,4.34,26.7,Cash,STR-022
46,2025-09-23 04:44:35,206,3,12.41,0,Credit Card,STR-037
47,2025-09-23 12:36:16,87,4,2.56,0,Cash,STR-035
48,2025-09-23 15:20:00,55,1,1.46,25.8,Debit Card,STR-012
49,2025-09-23 17:32:13,231,2,15.15,0,Debit Card,STR-021
50,2025-09-23 22:16:49,107,1,2.45,30.5,Debit Card,STR-031
51,2025-09-24 00:33:53,61,5,4.66,0,Debit Card,STR-049
52,2025-09-24 01:52:44,134,2,1.06,27.8,Mobile Pay,STR-019
53,2025-09-24 02:51:30,72,2,2.01,0,Debit Card,STR-036
54,2025-09-24 05:59:05,197,7,2.35,13,Cash,STR-029
55,2025-09-24 10:28:43,32,3,2.65,34.2,Cash,STR-039
56,2025-09-24 13:23:08,222,2,9.5,12.6,Cash,STR-022
57,2025-09-24 16:12:26,171,2,4.41,0,Debit Card,STR-025
58,2025-09-24 22:01:46,229,1,6.43,33.7,Cash,STR-011
59,2025-09-24 22:15:51,249,1,11.81,0,Cash,STR-028
60,2025-09-25 04:15:34,5,2,2.74,38.9,Cash,STR-025
61,2025-09-25 05:03:36,86,1,3.74,25.2,Credit Card,STR-012
62,2025-09-25 07:14:45,240,2,5.03,0,Mobile Pay,STR-047
63,2025-09-25 07:19:56,191,4,3.64,0,Credit Card,STR-003
64,2025-09-25 09:26:19,187,1,2.51,0,Debit Card,STR-035
65,2025-09-25 14:20:08,53,3,3.57,15.1,Cash,STR-027
66,2025-09-25 15:51:20,101,7,4.23,0,Credit Card,STR-038
67,2025-09-25 16:18:13,3,1,1.1,34.5,Mobile Pay,STR-036
68,2025-09-25 19:56:06,66,12,7.46,21.9,Credit Card,STR-041
69,2025-09-25 19:58:47,4,5,1.74,9.9,Credit Card,STR-031
70,2025-09-25 20:47:51,138,15,5.88,17.4,Mobile Pay,STR-047
71,2025-09-25 21:10:53,176,2,2.26,17.1,Debit Card,STR-034
72,2025-09-26 03:24:58,131,2,4.86,0,Debit Card,STR-029
73,2025-09-26 11:36:12,112,2,2.34,0,Debit Card,STR-015
74,2025-09-26 14:13:52,189,15,4.36,0,Credit Card,STR-038
75,2025-09-26 16:42:15,245,2,9.8,22.1,Credit Card,STR-032
76,2025-09-26 17:53:02,50,3,3.02,0,Mobile Pay,STR-017
77,2025-09-26 18:21:43,106,4,3.68,0,Debit Card,STR-024
78,2025-09-26 20:54:04,66,5,7.09,0,Credit Card,STR-028
79,2025-09-26 22:22:23,21,6,4.17,18.2,Debit Card,STR-048
80,2025-09-27 01:56:34,205,2,5.11,11.6,Credit Card,STR-047
81,2025-09-27 04:47:12,32,5,3,0,Cash,STR-043
82,2025-09-27 07:55:04,102,12,5.14,10.5,Mobile Pay,STR-046
83,2025-09-27 15:40:24,5,10,2.65,23.4,Credit Card,STR-044
84,2025-09-27 16:24:00,246,5,11.95,0,Credit Card,STR-042
85,2025-09-27 19:18:55,169,2,2.31,19.2,Debit Card,STR-002
86,2025-09-28 00:00:28,223,3,9.33,12.3,Mobile Pay,STR-044
87,2025-09-28 00:58:25,105,7,2.5,33.6,Mobile Pay,STR-018
88,2025-09-28 02:20:37,92,2,6.71,17.1,Debit Card,STR-036
89,2025-09-28 05:19:33,95,2,5.24,0,Debit Card,STR-005
90,2025-09-28 10:31:58,32,3,2.86,0,Credit Card,STR-043
91,2025-09-28 12:02:57,58,2,2.85,7.8,Debit Card,STR-023
92,2025-09-28 13:22:55,20,3,4.3,15.8,Debit Card,STR-008
93,2025-09-28 13:49:25,121,1,2.08,27.9,Debit Card,STR-029
94,2025-09-28 13:57:21,227,7,7.2,19.9,Debit Card,STR-023
95,2025-09-28 14:06:40,60,1,5.83,13.4,Cash,STR-023
96,2025-09-28 16:49:59,229,1,6.55,0,Debit Card,STR-012
97,2025-09-28 17:08:19,158,4,2.76,0,Gift Card,STR-050
98,2025-09-28 18:11:54,10,4,6.58,16.4,Mobile Pay,STR-046
99,2025-09-28 19:57:27,89,4,3.75,39.1,Cash,STR-030
100,2025-09-29 00:11:06,18,4,2.36,0,Cash,STR-027
101,2025-09-29 02:40:22,23,5,1.2,0,Debit Card,STR-050
102,2025-09-29 03:47:37,206,5,12.35,0,Gift Card,STR-034
103,2025-09-29 08:30:25,56,5,2.87,0,Mobile Pay,STR-030
104,2025-09-29 08:47:43,249,12,11.75,0,Credit Card,STR-005
105,2025-09-29 13:31:23,213,3,7.27,0,Mobile Pay,STR-024
106,2025-09-29 15:03:44,76,5,7.95,0,Mobile Pay,STR-032
107,2025-09-29 16:43:30,238,6,3.2,0,Credit Card,STR-032
108,2025-09-29 18:17:32,163,4,4.29,13.2,Cash,STR-038
109,2025-09-29 18:44:55,48,4,3.52,0,Cash,STR-043
110,2025-09-29 18:45:14,68,14,10.38,22.7,Credit Card,STR-042
111,2025-09-29 19:16:38,137,3,4.49,0,Debit Card,STR-023
112,2025-09-29 20:30:03,233,5,2.31,14.3,Mobile Pay,STR-048
113,2025-09-30 09:44:18,238,6,2.76,16.1,Mobile Pay,STR-024
114,2025-09-30 10:43:32,207,4,2.87,0,Credit Card,STR-021
115,2025-09-30 12:09:06,137,6,5.12,29.2,Credit Card,STR-012
116,2025-09-30 12:39:48,232,4,3.39,0,Debit Card,STR-027
117,2025-09-30 17:30:45,156,1,6.68,0,Mobile Pay,STR-049
118,2025-09-30 20:04:45,106,3,3.67,0,Credit Card,STR-046
119,2025-09-30 22:17:26,26,1,6.47,28.4,Mobile Pay,STR-007
120,2025-10-01 02:03:19,86,1,3.2,0,Debit Card,STR-006
121,2025-10-01 04:55:05,102,5,5.41,38.3,Cash,STR-007
122,2025-10-01 07:14:15,141,3,4.99,9.4,Cash,STR-010
123,2025-10-01 07:39:52,128,10,6.87,0,Cash,STR-013
124,2025-10-01 09:09:05,101,1,3.94,12.8,Credit Card,STR-002
125,2025-10-01 12:30:51,21,1,3.79,26,Cash,STR-008
126,2025-10-01 15:10:16,158,1,2.33,0,Credit Card,STR-034
127,2025-10-01 16:36:40,3,14,1.17,0,Debit Card,STR-017
128,2025-10-01 16:48:36,18,4,2.19,0,Credit Card,STR-031
129,2025-10-01 21:38:36,36,1,6.72,22,Debit Card,STR-011
130,2025-10-01 22:17:20,231,14,15.29,0,Credit Card,STR-035
131,2025-10-02 01:11:31,78,15,7.68,30.5,Debit Card,STR-007
132,2025-10-02 02:02:20,18,4,2.41,0,Credit Card,STR-007
133,2025-10-02 03:31:09,198,4,3.72,16.4,Mobile Pay,STR-050
134,2025-10-02 04:09:59,137,5,5.01,0,Credit Card,STR-025
135,2025-10-02 05:34:14,95,2,5.09,12.3,Credit Card,STR-008
136,2025-10-02 08:44:34,54,2,5.96,0,Mobile Pay,STR-037
137,2025-10-02 09:28:08,171,3,4.41,0,Debit Card,STR-041
138,2025-10-02 09:46:31,134,2,1.07,0,Cash,STR-045
139,2025-10-02 10:23:31,78,4,7.92,0,Credit Card,STR-039
140,2025-10-02 10:34:06,37,5,5.36,0,Cash,STR-033
141,2025-10-02 19:00:15,28,2,2.99,5,Credit Card,STR-018
142,2025-10-02 21:50:13,83,1,2.68,31.9,Mobile Pay,STR-046
143,2025-10-03 00:05:38,30,6,3.44,0,Debit Card,STR-019
144,2025-10-03 03:28:48,90,8,6.29,36.7,Mobile Pay,STR-049
145,2025-10-03 05:33:23,39,1,3.39,24.2,Mobile Pay,STR-013
146,2025-10-03 06:27:04,16,4,8.36,0,Credit Card,STR-044
147,2025-10-03 07:17:45,169,4,2.45,19,Debit Card,STR-049
148,2025-10-03 07:29:42,145,7,3.96,0,Mobile Pay,STR-021
149,2025-10-03 08:14:41,214,2,12.66,27.8,Mobile Pay,STR-020
150,2025-10-03 09:12:45,203,12,12.16,0,Credit Card,STR-040
151,2025-10-03 09:57:22,60,2,5.99,0,Mobile Pay,STR-024
152,2025-10-03 12:02:51,191,5,3.88,0,Mobile Pay,STR-030
153,2025-10-03 13:20:30,134,2,1.11,0,Credit Card,STR-013
154,2025-10-03 14:43:25,13,4,2.86,31.7,Credit Card,STR-034
155,2025-10-03 16:24:38,72,4,1.94,7.4,Credit Card,STR-050
156,2025-10-03 17:26:15,40,9,4.54,37.3,Debit Card,STR-038
157,2025-10-03 17:45:01,170,2,4.03,25,Credit Card,STR-044
158,2025-10-03 18:08:14,112,5,2.17,0,Credit Card,STR-043
159,2025-10-03 19:00:37,43,1,5,0,Credit Card,STR-042
160,2025-10-03 19:16:03,177,5,4.29,0,Credit Card,STR-019
161,2025-10-03 21:20:04,41,1,6.2,0,Credit Card,STR-049
162,2025-10-03 22:54:34,189,5,4.01,7.7,Credit Card,STR-044
163,2025-10-03 23:08:24,113,1,4.19,0,Credit Card,STR-038
164,2025-10-04 00:37:36,76,3,7.58,20.9,Debit Card,STR-050
165,2025-10-04 03:20:25,59,2,2.96,0,Cash,STR-032
166,2025-10-04 07:21:59,183,2,2.75,9.4,Credit Card,STR-025
167,2025-10-04 07:30:07,174,1,7.59,35.4,Cash,STR-025
168,2025-10-04 09:37:09,227,4,6.69,15.7,Mobile Pay,STR-048
169,2025-10-04 11:12:15,104,5,3.21,20.5,Cash,STR-015
170,2025-10-04 13:20:26,155,10,3.63,0,Debit Card,STR-046
171,2025-10-04 14:35:20,66,2,6.74,0,Credit Card,STR-038
172,2025-10-04 15:07:29,152,5,2.68,23.6,Cash,STR-015
173,2025-10-04 15:35:57,4,2,1.67,37.5,Debit Card,STR-032
174,2025-10-04 21:04:30,29,3,2.12,23.3,Cash,STR-036
175,2025-10-04 22:02:39,100,5,5.5,0,Credit Card,STR-029
176,2025-10-05 03:49:05,125,3,2.17,35.8,Debit Card,STR-032
177,2025-10-05 05:38:44,116,2,7.33,0,Cash,STR-034
178,2025-10-05 06:17:44,86,7,3.23,0,Credit Card,STR-023
179,2025-10-05 07:15:53,234,1,2.31,13,Debit Card,STR-026
180,2025-10-05 08:19:39,188,15,5.05,0,Credit Card,STR-047
181,2025-10-05 08:21:33,209,2,10.74,15,Mobile Pay,STR-005
182,2025-10-05 10:11:07,64,4,7.5,23,Cash,STR-046
183,2025-10-05 10:44:50,118,7,3.94,0,Debit Card,STR-031
184,2025-10-05 11:18:29,27,1,2.35,0,Credit Card,STR-046
185,2025-10-05 14:09:35,129,4,2.92,0,Cash,STR-012
186,2025-10-05 15:39:42,190,4,5.61,0,Credit Card,STR-036
187,2025-10-05 19:14:29,248,1,8.01,0,Credit Card,STR-030
188,2025-10-05 19:36:42,89,4,4.21,0,Credit Card,STR-020
189,2025-10-05 20:09:47,106,5,3.72,9.5,Cash,STR-014
190,2025-10-05 20:26:42,65,7,4.18,18.2,Credit Card,STR-021
191,2025-10-05 23:57:16,121,4,1.84,33.8,Cash,STR-042
192,2025-10-06 00:00:13,27,5,2.57,29.8,Mobile Pay,STR-046
193,2025-10-06 05:07:31,106,5,3.42,0,Gift Card,STR-004
194,2025-10-06 06:14:43,132,3,6.19,0,Credit Card,STR-011
195,2025-10-06 07:19:43,128,4,5.67,27.7,Mobile Pay,STR-021
196,2025-10-06 08:22:38,21,13,4.24,0,Cash,STR-027
197,2025-10-06 08:43:08,73,5,5.65,38.3,Cash,STR-019
198,2025-10-06 08:57:40,231,3,15.47,0,Debit Card,STR-037
199,2025-10-06 10:27:51,105,4,2.69,38.1,Mobile Pay,STR-019
200,2025-10-06 11:38:24,8,8,6.59,10.2,Mobile Pay,STR-046
201,2025-10-06 11:59:35,128,5,6.56,37,Mobile Pay,STR-041
202,2025-10-06 13:17:47,130,4,4.38,6.4,Credit Card,STR-024
203,2025-10-06 13:42:04,56,5,2.87,0,Credit Card,STR-037
204,2025-10-06 15:09:31,202,1,2.44,21.6,Credit Card,STR-026
205,2025-10-06 15:41:54,59,8,3.25,0,Cash,STR-005
206,2025-10-06 16:24:10,21,4,3.87,0,Mobile Pay,STR-011
207,2025-10-06 18:44:46,172,3,7.76,0,Credit Card,STR-018
208,2025-10-06 18:56:54,51,1,1.64,0,Cash,STR-041
209,2025-10-06 22:38:01,207,4,2.81,0,Credit Card,STR-001
210,2025-10-07 00:52:23,182,1,3.3,0,Debit Card,STR-003
211,2025-10-07 01:40:27,242,2,12.48,38.4,Credit Card,STR-002
212,2025-10-07 05:00:17,135,5,3.81,0,Gift Card,STR-017
213,2025-10-07 06:40:46,74,1,7.9,16.9,Credit Card,STR-040
214,2025-10-07 07:16:12,206,5,13.5,0,Debit Card,STR-006
215,2025-10-07 09:07:55,247,14,4.05,6.7,Debit Card,STR-048
216,2025-10-07 09:25:39,162,1,6.81,27.6,Credit Card,STR-001
217,2025-10-07 09:47:27,250,4,14.67,0,Mobile Pay,STR-026
218,2025-10-07 11:11:10,93,12,2.63,30.6,Debit Card,STR-006
219,2025-10-07 12:04:37,235,3,11.03,0,Credit Card,STR-005
220,2025-10-07 14:15:07,194,5,1.36,0,Cash,STR-034
221,2025-10-07 14:50:32,150,6,7.67,35.9,Debit Card,STR-003
222,2025-10-07 16:33:06,228,5,14.59,0,Debit Card,STR-012
223,2025-10-07 19:06:23,233,1,2.44,0,Debit Card,STR-043
224,2025-10-07 19:48:23,56,3,2.79,0,Debit Card,STR-041
225,2025-10-07 20:16:44,236,1,8.13,0,Gift Card,STR-016
226,2025-10-07 20:46:12,83,5,2.67,0,Credit Card,STR-049
227,2025-10-07 21:37:00,70,2,5.22,0,Credit Card,STR-042
228,2025-10-07 22:38:03,39,3,2.99,17.9,Debit Card,STR-015
229,2025-10-08 01:41:06,39,5,3.43,0,Cash,STR-038
230,2025-10-08 02:23:58,213,2,7.85,37.4,Credit Card,STR-004
231,2025-10-08 03:04:35,187,1,2.83,29,Credit Card,STR-037
232,2025-10-08 06:16:59,179,1,2.58,13.8,Debit Card,STR-049
233,2025-10-08 08:40:15,220,2,5.4,0,Cash,STR-044
234,2025-10-08 11:00:30,5,15,2.58,6.5,Credit Card,STR-037
235,2025-10-08 11:43:44,182,1,3.79,31.6,Credit Card,STR-035
236,2025-10-08 15:31:00,240,4,5.44,24.2,Mobile Pay,STR-005
237,2025-10-08 15:56:38,242,2,12.22,0,Credit Card,STR-001
238,2025-10-08 16:28:29,120,3,1.94,30.4,Cash,STR-006
239,2025-10-08 17:22:29,160,4,5.36,18.9,Mobile Pay,STR-018
240,2025-10-08 21:34:35,105,4,2.52,25.4,Debit Card,STR-038
241,2025-10-08 23:58:37,92,3,6.93,0,Cash,STR-010
242,2025-10-09 00:38:45,46,14,1.64,27.8,Debit Card,STR-015
243,2025-10-09 02:06:28,56,11,2.86,26.5,Gift Card,STR-045
244,2025-10-09 03:53:46,148,1,6.11,0,Mobile Pay,STR-033
245,2025-10-09 07:23:37,50,4,2.66,0,Credit Card,STR-001
246,2025-10-09 08:27:36,116,2,7.06,24.4,Credit Card,STR-041
247,2025-10-09 08:37:53,151,5,2.02,0,Mobile Pay,STR-023
248,2025-10-09 08:40:12,83,2,3.11,0,Mobile Pay,STR-007
249,2025-10-09 12:24:05,242,4,13.48,32.6,Credit Card,STR-035
250,2025-10-09 13:17:59,242,1,13.53,36.7,Credit Card,STR-034
251,2025-10-09 13:48:10,25,6,4.17,37.9,Credit Card,STR-026
252,2025-10-09 15:03:51,142,1,9.22,0,Credit Card,STR-003
253,2025-10-09 17:28:22,247,2,3.98,29.3,Credit Card,STR-013
254,2025-10-09 17:39:52,33,12,5.01,0,Debit Card,STR-003
255,2025-10-09 18:25:38,201,7,12.54,0,Credit Card,STR-014
256,2025-10-09 20:28:40,142,4,9.07,0,Credit Card,STR-015
257,2025-10-09 21:13:30,8,2,6.19,17.6,Mobile Pay,STR-035
258,2025-10-09 21:30:24,178,4,7.99,28.2,Credit Card,STR-008
259,2025-10-09 21:48:17,143,4,1.33,16.9,Credit Card,STR-023
260,2025-10-09 22:05:15,147,15,4.59,35.6,Mobile Pay,STR-032
261,2025-10-10 00:05:21,61,6,4.26,11.5,Credit Card,STR-015
262,2025-10-10 01:58:12,60,5,5.84,11,Mobile Pay,STR-014
263,2025-10-10 02:43:45,195,3,2.33,0,Cash,STR-022
264,2025-10-10 02:53:57,227,1,7.23,0,Credit Card,STR-019
265,2025-10-10 04:06:56,178,1,7.63,0,Credit Card,STR-015
266,2025-10-10 04:08:43,159,5,3.23,0,Credit Card,STR-011
267,2025-10-10 08:09:32,13,1,2.67,0,Cash,STR-033
268,2025-10-10 11:47:17,87,4,2.51,0,Mobile Pay,STR-036
269,2025-10-10 16:56:50,50,10,2.6,0,Credit Card,STR-023
270,2025-10-10 16:58:10,80,7,9.47,11.7,Mobile Pay,STR-014
271,2025-10-10 19:44:35,61,14,4.12,0,Debit Card,STR-022
272,2025-10-10 21:18:56,239,3,15.66,9.1,Debit Card,STR-021
273,2025-10-11 02:07:32,125,4,2.12,0,Debit Card,STR-049
274,2025-10-11 03:06:20,116,5,7.48,0,Cash,STR-044
275,2025-10-11 05:43:57,142,2,7.95,0,Mobile Pay,STR-043
276,2025-10-11 05:46:17,107,7,2.72,16.5,Debit Card,STR-019
277,2025-10-11 05:55:21,95,1,5.34,29.6,Cash,STR-049
278,2025-10-11 07:35:40,78,5,8.06,0,Debit Card,STR-018
279,2025-10-11 10:01:30,36,1,6.31,31.5,Cash,STR-050
280,2025-10-11 10:06:32,178,1,7.32,0,Debit Card,STR-005
281,2025-10-11 12:29:35,11,5,4.23,34.4,Debit Card,STR-048
282,2025-10-11 13:28:36,165,4,2.63,0,Credit Card,STR-010
283,2025-10-11 14:55:08,248,3,8.11,33.2,Debit Card,STR-031
284,2025-10-11 16:52:41,144,3,2.76,18.3,Credit Card,STR-020
285,2025-10-11 17:10:31,156,1,6.96,30.8,Debit Card,STR-006
286,2025-10-11 17:15:04,217,14,6.77,0,Credit Card,STR-024
287,2025-10-11 17:38:38,180,12,5.29,0,Credit Card,STR-043
288,2025-10-11 18:33:46,240,6,4.96,30.2,Credit Card,STR-017
289,2025-10-11 18:55:03,136,2,4.3,0,Credit Card,STR-006
290,2025-10-11 19:00:09,138,2,6.34,9.6,Debit Card,STR-034
291,2025-10-11 21:08:38,209,2,10.77,0,Mobile Pay,STR-018
292,2025-10-12 00:07:33,97,8,2.68,39.5,Credit Card,STR-033
293,2025-10-12 01:02:50,191,4,3.42,23.6,Gift Card,STR-033
294,2025-10-12 02:03:39,181,3,2.42,38.2,Debit Card,STR-028
295,2025-10-12 03:19:23,38,10,9.58,18.2,Mobile Pay,STR-012
296,2025-10-12 05:32:32,84,1,3.82,0,Debit Card,STR-036
297,2025-10-12 05:40:56,99,4,2.76,10.3,Debit Card,STR-012
298,2025-10-12 05:59:38,97,11,2.93,0,Credit Card,STR-049
299,2025-10-12 06:04:33,81,5,1.84,14.7,Debit Card,STR-045
300,2025-10-12 06:07:23,58,2,2.89,9.8,Debit Card,STR-038
301,2025-10-12 06:18:40,65,1,3.6,0,Credit Card,STR-009
302,2025-10-12 08:15:38,171,11,3.95,20.5,Cash,STR-011
303,2025-10-12 09:50:47,150,2,7.6,16.9,Credit Card,STR-032
304,2025-10-12 12:10:16,156,5,7.24,31.7,Debit Card,STR-032
305,2025-10-12 13:25:12,176,2,1.92,23.6,Credit Card,STR-049
306,2025-10-12 14:35:10,241,4,2.49,0,Credit Card,STR-037
307,2025-10-12 15:46:34,102,1,5.17,0,Credit Card,STR-003
308,2025-10-12 21:48:14,36,7,6.85,0,Mobile Pay,STR-047
309,2025-10-12 21:48:47,247,9,3.87,22.1,Debit Card,STR-036
310,2025-10-13 00:10:11,39,2,3.45,0,Credit Card,STR-040
311,2025-10-13 00:37:02,158,2,2.65,0,Debit Card,STR-044
312,2025-10-13 01:11:10,82,6,3.65,0,Cash,STR-002
313,2025-10-13 01:18:57,202,4,2.36,6.2,Gift Card,STR-019
314,2025-10-13 01:38:11,46,13,1.84,28.9,Cash,STR-012
315,2025-10-13 02:15:11,219,12,12.61,0,Debit Card,STR-039
316,2025-10-13 03:58:19,217,4,7.21,0,Gift Card,STR-004
317,2025-10-13 04:51:39,35,5,5.06,37.9,Cash,STR-043
318,2025-10-13 05:29:36,76,4,7.66,0,Mobile Pay,STR-033
319,2025-10-13 07:21:27,93,11,3.1,22.7,Debit Card,STR-006
320,2025-10-13 08:58:39,13,5,2.75,18.6,Credit Card,STR-049
321,2025-10-13 11:43:47,219,4,12.87,18.6,Cash,STR-015
322,2025-10-13 12:20:07,5,9,3.12,0,Gift Card,STR-017
323,2025-10-13 14:32:00,246,3,13.14,7.5,Credit Card,STR-043
324,2025-10-13 14:44:38,137,14,5.1,0,Gift Card,STR-015
325,2025-10-13 15:15:37,73,3,5.85,26.5,Credit Card,STR-026
326,2025-10-13 15:37:05,27,8,2.61,7.1,Cash,STR-037
327,2025-10-13 15:48:44,86,4,3.47,0,Credit Card,STR-046
328,2025-10-13 16:47:44,49,8,1.81,0,Credit Card,STR-016
329,2025-10-13 17:54:40,99,10,3.07,36.9,Debit Card,STR-020
330,2025-10-13 18:12:00,173,5,4.58,21.8,Cash,STR-026
331,2025-10-13 19:09:15,192,3,4.65,13.6,Credit Card,STR-047
332,2025-10-13 19:18:10,205,5,5.15,28.3,Debit Card,STR-041
333,2025-10-14 00:36:33,80,2,8.83,0,Debit Card,STR-017
334,2025-10-14 01:29:21,89,14,4.04,11.6,Debit Card,STR-013
335,2025-10-14 01:58:22,122,5,2.75,0,Mobile Pay,STR-040
336,2025-10-14 02:46:00,98,14,4.49,0,Cash,STR-015
337,2025-10-14 05:05:26,13,4,2.82,21.2,Credit Card,STR-037
338,2025-10-14 06:15:21,11,3,4.18,0,Debit Card,STR-040
339,2025-10-14 07:02:01,97,1,2.69,32.1,Debit Card,STR-050
340,2025-10-14 07:32:21,119,3,1.23,0,Cash,STR-039
341,2025-10-14 07:49:23,100,10,6.13,11.3,Debit Card,STR-043
342,2025-10-14 12:24:42,157,8,1.8,0,Mobile Pay,STR-025
343,2025-10-14 12:45:16,107,1,2.34,23.1,Debit Card,STR-041
344,2025-10-14 13:08:41,127,4,4.63,6.6,Credit Card,STR-034
345,2025-10-14 14:15:20,95,13,5.71,0,Debit Card,STR-036
346,2025-10-14 14:25:52,101,13,4.34,25.2,Debit Card,STR-023
347,2025-10-14 15:30:58,155,12,3.32,6.8,Credit Card,STR-011
348,2025-10-14 16:48:00,20,1,4.18,0,Gift Card,STR-005
349,2025-10-14 17:28:07,85,3,1.98,0,Credit Card,STR-026
350,2025-10-14 19:17:00,113,3,4.3,0,Debit Card,STR-036
351,2025-10-14 19:20:34,4,10,1.75,0,Cash,STR-015
352,2025-10-14 19:26:16,174,6,7.22,0,Mobile Pay,STR-025
353,2025-10-14 19:28:37,73,4,5.51,0,Credit Card,STR-036
354,2025-10-14 22:02:28,54,3,5.66,0,Credit Card,STR-037
355,2025-10-14 23:39:51,176,3,2.32,36.7,Debit Card,STR-018
356,2025-10-15 01:14:19,67,3,5.77,23.5,Credit Card,STR-010
357,2025-10-15 02:55:40,87,5,2.81,6.4,Mobile Pay,STR-040
358,2025-10-15 04:59:33,83,5,2.62,0,Mobile Pay,STR-044
359,2025-10-15 05:39:21,199,15,1.79,9,Credit Card,STR-040
360,2025-10-15 06:13:56,99,3,2.83,0,Cash,STR-032
361,2025-10-15 06:30:28,49,4,1.79,0,Credit Card,STR-027
362,2025-10-15 07:15:48,219,9,12.86,29.2,Gift Card,STR-015
363,2025-10-15 09:59:17,237,1,8.22,18,Credit Card,STR-050
364,2025-10-15 12:12:01,203,1,13.58,0,Mobile Pay,STR-041
365,2025-10-15 12:41:57,70,11,4.78,0,Debit Card,STR-003
366,2025-10-15 12:42:04,23,8,1.15,36.3,Mobile Pay,STR-039
367,2025-10-15 15:01:35,118,2,4.35,0,Cash,STR-039
368,2025-10-15 15:23:50,177,3,4.92,5.5,Cash,STR-049
369,2025-10-15 15:59:24,26,3,6.5,0,Cash,STR-022
370,2025-10-15 17:29:42,205,9,5.12,26.5,Credit Card,STR-033
371,2025-10-15 17:31:56,109,1,5.1,24.8,Debit Card,STR-039
372,2025-10-15 18:46:32,228,13,14.87,0,Credit Card,STR-044
373,2025-10-15 20:03:12,144,1,2.31,0,Credit Card,STR-041
374,2025-10-15 22:11:48,113,1,4.4,0,Credit Card,STR-026
375,2025-10-15 22:12:00,49,10,2.04,0,Debit Card,STR-048
376,2025-10-15 22:29:20,4,9,1.58,0,Cash,STR-040
