Transaction_ID,Product_ID,Store_ID,Transaction_Date,Category,Lag_Sales,Rolling_Demand,Demand_Spike_Indicator
701a9d40-7792-4dd5-8680-eba85e946a62,PRD-0025,STR-017,2023-01-05,Health & Beauty,260.25,519.66,0
6f6a2b74-7993-4d18-944e-aea20d679883,PRD-0086,STR-018,2023-01-07,Sports & Outdoors,171.24,518.85,0
91b887b6-00c2-4702-b73b-efffdb8da12d,PRD-0042,STR-004,2023-01-07,Automotive,363.23,694.97,1
911c6489-3f9f-42ac-aceb-b7a729946f52,PRD-0028,STR-013,2023-01-06,Grocery,102.47,1985.66,0
c63c9739-f8df-4f60-8c60-66bae03b5b84,PRD-0104,STR-041,2023-01-06,Toys & Games,354.01,385.62,0
6fe7bd7f-e40f-4e33-ab27-1a6978ffbbf7,PRD-0069,STR-013,2023-01-05,Sports & Outdoors,353.05,1704.83,0
37a1f182-5c82-46ca-8c53-1e6e94528f28,PRD-0076,STR-005,2023-01-05,Home & Garden,19.88,1384.63,0
0219a138-a9c1-4fb8-9f79-f1c123001f73,PRD-0173,STR-050,2023-01-06,Health & Beauty,402.53,296.82,1
a3be8e4b-38b9-41e7-81f9-7f6af5dfc568,PRD-0146,STR-022,2023-01-06,Automotive,337.63,1772.34,0
ff634f76-1143-4047-b503-695556656810,PRD-0197,STR-034,2023-01-05,Toys & Games,398.26,514.47,0
22b740e4-ef07-4fd6-b7a7-6a4df713579d,PRD-0138,STR-022,2023-01-06,Apparel,1.79,1718,1
bb1f03d4-ff3c-4250-9c9b-875d91b02db2,PRD-0026,STR-050,2023-01-06,Health & Beauty,211.76,1981.76,0
8dcb32e0-ba9c-43ee-b053-d89352a687fd,PRD-0050,STR-012,2023-01-08,Grocery,53.87,509.72,0
9d96845e-feb8-4adc-9497-8475f96a0810,PRD-0054,STR-048,2023-01-07,Home & Garden,1.74,1638.57,1
ee727d77-4613-4c29-a495-ec5af5ebcbc5,PRD-0014,STR-022,2023-01-06,Health & Beauty,286.26,1589.33,1
185576ea-6498-4166-b133-cdc011f8d79e,PRD-0122,STR-021,2023-01-08,Sports & Outdoors,77.39,1888.79,0
50b6dcd3-0cd0-4174-88bd-629b410458f8,PRD-0188,STR-030,2023-01-07,Grocery,424.54,1102.43,1
30a4f846-d198-4d97-b2cc-a0020e6dc5cb,PRD-0197,STR-011,2023-01-08,Sports & Outdoors,353.81,283.08,0
e2c9e8eb-cad0-4629-88b4-2cfc6129b7f0,PRD-0018,STR-037,2023-01-09,Sports & Outdoors,337.32,511.96,0
3c7c8f71-7b0c-4a1d-8095-b39204861b01,PRD-0074,STR-007,2023-01-06,Automotive,122.27,1091.27,0
323bde83-706c-402a-8107-706a3f4d9c8f,PRD-0069,STR-029,2023-01-08,Sports & Outdoors,133.35,1075.6,0
abd52054-82c5-4723-b004-10c076277b7d,PRD-0069,STR-042,2023-01-06,Health & Beauty,416,1891.92,0
41087cd3-54f4-4a4f-978b-a6a6f7c23830,PRD-0135,STR-027,2023-01-08,Apparel,213.57,434.66,0
a4c0e129-6347-4171-8034-19159902b994,PRD-0026,STR-015,2023-01-08,Toys & Games,106.92,1531.92,0
2bd9349b-c6af-498f-9011-9632474bc1d7,PRD-0013,STR-009,2023-01-07,Apparel,350.05,257.35,0
6aa4db9b-0427-41d4-bab6-f9650bb92c22,PRD-0103,STR-050,2023-01-09,Sports & Outdoors,264.2,1957.59,0
00724f81-ded7-47b5-9cef-9cf6dcd04dff,PRD-0066,STR-040,2023-01-09,Health & Beauty,83.75,1006.32,0
ca443fdb-b5e6-4dff-9e6f-c619425e0543,PRD-0036,STR-034,2023-01-08,Electronics,436.25,1728.13,0
5b82dd89-64e8-4742-9a8d-8cf8265d5ff6,PRD-0039,STR-036,2023-01-07,Health & Beauty,142.1,1831.1,0
da87ba31-4fbc-4894-b8f9-aa12fd4aa61d,PRD-0080,STR-008,2023-01-09,Automotive,24.68,1283.31,0
946e6ff3-8a92-4a0f-aa9e-c4c19349cb95,PRD-0190,STR-015,2023-01-07,Electronics,449.81,1416.78,0
6e8476a1-14e2-4c3d-984e-932e06b00c5c,PRD-0081,STR-045,2023-01-07,Grocery,42.5,1441.8,0
90ac9b2b-d904-49c9-902c-7d2b371c2e55,PRD-0126,STR-039,2023-01-09,Automotive,116.88,1338,0
640d3056-ab1b-4403-b8c8-d9b338f4770f,PRD-0151,STR-005,2023-01-10,Apparel,438.75,1979.48,0
96b35eaf-03a1-40a5-aed8-5f825102783f,PRD-0057,STR-036,2023-01-08,Toys & Games,154.3,1847,0
5cec96f7-4aa3-4a1b-9dc7-adbe2595c032,PRD-0161,STR-050,2023-01-10,Electronics,100.74,835.84,0
080a6ee1-210a-4bcb-94f4-ecfe23183cd9,PRD-0149,STR-041,2023-01-08,Grocery,279.06,446.74,1
9359987a-ad8c-43de-b3f1-cce0c9badd78,PRD-0073,STR-006,2023-01-09,Toys & Games,289.93,1705.02,0
06585b36-a60b-4589-b36f-59b451be931f,PRD-0016,STR-011,2023-01-09,Home & Garden,464.95,411.76,0
431d9d5d-d431-4bba-b6d8-d6baf0643c18,PRD-0058,STR-025,2023-01-09,Electronics,412.34,1094.88,0
9bf6ffa0-f791-4e44-8aa1-45e77b8b04dc,PRD-0061,STR-040,2023-01-10,Electronics,142.35,434.04,0
491361ab-23c6-4bc4-b62e-7d587e365c38,PRD-0180,STR-023,2023-01-10,Home & Garden,224.04,1102.19,0
ffb942ff-3b88-4e8c-b1a6-e46a8d4b1f22,PRD-0160,STR-030,2023-01-08,Home & Garden,98.52,663.34,1
8c087ae4-acf3-4f85-95df-bb5c22b2d714,PRD-0077,STR-032,2023-01-09,Apparel,376.32,1466.41,0
05406d22-c759-4c55-9cbb-356d4f365eed,PRD-0200,STR-039,2023-01-09,Electronics,377.71,1467.74,0
cf0b8e2a-6b42-42bc-9a49-1cf297a20b09,PRD-0077,STR-015,2023-01-11,Automotive,416.72,1313.96,0
25667fdf-4e4f-4ecd-9b15-521d1cb06bfe,PRD-0040,STR-010,2023-01-09,Automotive,266.79,1882.41,0
d560db07-cdd4-44b9-be85-762bb9f8382f,PRD-0123,STR-008,2023-01-09,Grocery,453.04,1103.7,0
d72dd540-d577-4c85-ba9d-8ac27ec03c28,PRD-0013,STR-044,2023-01-10,Apparel,374.61,1628.55,0
10dc22ff-8dd9-4069-92df-31936d480b91,PRD-0032,STR-029,2023-01-09,Automotive,325.27,238.23,0
f3d81520-36a8-4ae2-af63-8acacab98010,PRD-0090,STR-009,2023-01-09,Grocery,7.51,1434.83,0
062697d7-38a2-4da4-9115-78c5f0256aae,PRD-0047,STR-004,2023-01-08,Sports & Outdoors,25.46,1826.17,0
43e86eb5-10d1-45d6-b9f6-99de0571f7aa,PRD-0116,STR-033,2023-01-10,Grocery,77.15,1816.44,0
6a017797-af1d-492a-a0b3-7aa2464f53dc,PRD-0073,STR-036,2023-01-10,Sports & Outdoors,369.67,909.18,0
f2c7a190-2449-44b1-8c9d-7e95f7b5cbdb,PRD-0066,STR-021,2023-01-10,Grocery,258.27,1634.7,0
d4d12e87-b714-46c7-b7dc-9d618b33dfe4,PRD-0096,STR-019,2023-01-11,Sports & Outdoors,185.5,1859.67,1
7e70b7bd-7799-47d6-8d19-f6161517ee94,PRD-0028,STR-041,2023-01-09,Electronics,315.48,457.73,0
40d2daa4-4a57-40b6-99a9-3c7930c76cf4,PRD-0124,STR-013,2023-01-09,Grocery,44.42,466.04,0
742328dc-c68a-466a-863e-411aabf4ad15,PRD-0164,STR-036,2023-01-11,Sports & Outdoors,27,1818.46,0
d1c88d1e-a303-4eb7-87e1-a5d12383e38c,PRD-0045,STR-046,2023-01-09,Automotive,318.38,1687.71,0
27ea7e47-2afc-4158-aa1d-534f33115f0c,PRD-0079,STR-022,2023-01-10,Electronics,206.69,1989.13,0
85fcdb4c-91cf-4faa-a236-032b5780e86a,PRD-0028,STR-031,2023-01-10,Toys & Games,102.01,1974.85,0
42985861-54a6-42d0-a232-0104bfe012e8,PRD-0020,STR-027,2023-01-10,Sports & Outdoors,352.31,1078.09,1
864ce2a9-59fa-43ba-8a84-0ad38bf41b03,PRD-0006,STR-035,2023-01-10,Sports & Outdoors,167.99,1894.1,0
bea2b4d8-44e6-41d1-a356-c12b1437eed6,PRD-0156,STR-032,2023-01-10,Grocery,465.41,78.3,0
8ed197c5-f6b9-401d-ba77-7b74e424b86d,PRD-0020,STR-041,2023-01-11,Sports & Outdoors,50.24,1643.84,0
3afe834a-8751-44f9-b6a1-5cc7e7927776,PRD-0006,STR-005,2023-01-12,Sports & Outdoors,202.73,661.28,0
7fc1800f-6a75-496b-b8ac-951a98e367bc,PRD-0045,STR-018,2023-01-12,Apparel,182.34,132.87,0
a8f26e2c-64fc-47a2-9c13-ebbccec860e1,PRD-0050,STR-039,2023-01-11,Apparel,467.37,1188.61,0
5b71f205-7d0a-4f7b-bd13-d9efc281a728,PRD-0053,STR-013,2023-01-11,Automotive,208.92,921.43,1
6b77ef67-8af3-44ad-9d20-3da0858cde4c,PRD-0112,STR-012,2023-01-11,Grocery,27.38,343.47,0
af862cf6-9da0-4ea3-9cce-d49b8b1943e0,PRD-0040,STR-041,2023-01-12,Electronics,171.69,940.17,0
fb0c5c3b-11d1-4cf0-906d-f7a300ee8f36,PRD-0114,STR-010,2023-01-12,Electronics,157.96,1759.23,0
4ecf0796-0064-494f-86a1-b3c1b9d518a8,PRD-0073,STR-041,2023-01-12,Sports & Outdoors,71.48,1407.61,0
bda3fb36-ce4e-49f3-96b0-8fdeb172d027,PRD-0066,STR-032,2023-01-12,Home & Garden,452.58,106.46,0
3b7998f0-962f-4322-90f1-bc4d9f4f4a83,PRD-0052,STR-010,2023-01-11,Automotive,428.94,450.28,0
70b5bd20-8898-431e-af07-07318f8f4654,PRD-0001,STR-019,2023-01-12,Toys & Games,12.79,1113.47,0
257fb409-0895-4d26-a747-da325c32e075,PRD-0115,STR-006,2023-01-12,Home & Garden,451.12,737.37,0
56ec40f5-9946-4759-917b-3026c3435775,PRD-0049,STR-042,2023-01-12,Health & Beauty,68.23,884.7,0
ae991ea1-6cf7-4d9e-aa9e-046300d9ee31,PRD-0185,STR-001,2023-01-12,Apparel,286.92,497.83,0
04c88e20-9651-4c61-850d-b934b10aed69,PRD-0077,STR-039,2023-01-12,Toys & Games,138.47,1225.95,0
23485ac1-4304-4eba-afa6-303190c18247,PRD-0127,STR-003,2023-01-12,Health & Beauty,454.18,1036.06,0
1d2ee324-7c79-4024-848b-5b668d59d7b4,PRD-0096,STR-023,2023-01-11,Toys & Games,342.46,495.64,0
3fb181ac-1f1b-4152-8244-e9b78f87c616,PRD-0039,STR-011,2023-01-12,Apparel,181.9,663.16,0
e6121b7e-d508-4b6a-960e-36c55d12b5b6,PRD-0110,STR-002,2023-01-13,Health & Beauty,399.55,1757.35,0
d7d020e7-4c4f-4dd8-bd2b-305d2cd47e15,PRD-0132,STR-042,2023-01-12,Toys & Games,404.9,1399.43,0
e1f6afbc-649b-4e05-91ed-e17185247f07,PRD-0029,STR-042,2023-01-13,Grocery,471.18,1298.37,0
9501a790-3b68-4d13-bd00-235197088c3d,PRD-0054,STR-041,2023-01-14,Sports & Outdoors,449.6,1905.74,0
628845cf-b9cb-49ea-a7bd-519bc373a1a9,PRD-0018,STR-033,2023-01-11,Grocery,388.69,1757.19,0
a95092b6-1557-480b-bdd7-db758560ba0d,PRD-0005,STR-043,2023-01-13,Sports & Outdoors,395.54,1597.67,0
b731dca5-171a-41f9-a256-07e2aedbf0c0,PRD-0170,STR-016,2023-01-13,Automotive,60.46,362.76,0
f78c1031-8e05-4f0e-852f-d1ab364eb0e5,PRD-0102,STR-050,2023-01-14,Sports & Outdoors,138.94,733.19,0
d9fcff60-db8d-43d5-b11e-8f0448e368ce,PRD-0050,STR-007,2023-01-13,Toys & Games,250.53,1550.13,0
ecbddb94-0bf4-42b1-8063-85aa3ed1f9a9,PRD-0132,STR-012,2023-01-12,Apparel,103.27,1240.16,0
ed139ea4-2f61-4062-9ec7-e8678de83757,PRD-0026,STR-011,2023-01-12,Toys & Games,126.04,1980.39,0
1e6bbaa2-1e68-4185-b1e6-465e6d0c092c,PRD-0110,STR-032,2023-01-13,Toys & Games,105.39,277.81,0
86bbde6f-c673-4146-8d0b-ef1ce877a8fa,PRD-0101,STR-012,2023-01-12,Grocery,20.13,1622.33,0
0d4cac81-4bfc-4c92-ab35-296ff3314999,PRD-0146,STR-028,2023-01-14,Electronics,323.83,829.85,0
cd7706bc-aa64-4565-9c36-cf2b1d690a7f,PRD-0111,STR-025,2023-01-14,Grocery,22.88,719.03,1
a54a03ec-00ad-48d7-a012-12b2fb182a8f,PRD-0125,STR-013,2023-01-12,Automotive,446.36,1837.29,1
8d9e1a1e-e693-4da9-b632-d884f1613e3b,PRD-0127,STR-012,2023-01-14,Grocery,5.65,1592.75,0
7c28c8af-06a7-4f0a-81d8-4676e2ad487c,PRD-0161,STR-042,2023-01-13,Electronics,216.76,1651.21,0
f81b7c95-5b5e-4b78-b5d7-8334fac57534,PRD-0158,STR-028,2023-01-13,Sports & Outdoors,180.65,890.76,0
5c161189-9c5d-4ede-b476-0fb6d26b195e,PRD-0075,STR-001,2023-01-12,Automotive,323.53,1858.51,0
7ec64a3a-21af-4e34-8c46-72c9c2e5794d,PRD-0094,STR-026,2023-01-14,Sports & Outdoors,3.53,1586.44,0
2539128b-5227-4696-9903-ae6c8f158901,PRD-0195,STR-011,2023-01-13,Health & Beauty,10.8,1718.35,0
b5c6b337-fa74-4d3a-a071-8058e2c47199,PRD-0030,STR-024,2023-01-13,Toys & Games,8.24,1775.83,0
607d93c3-c83c-4666-b73a-67c32573e0d5,PRD-0082,STR-049,2023-01-13,Toys & Games,97.54,1818.96,0
9ed97d74-1110-456a-a3dd-a057907e68fb,PRD-0141,STR-044,2023-01-14,Home & Garden,74.48,1846.53,0
862a8937-200c-4642-b525-e7952c4cba76,PRD-0103,STR-017,2023-01-14,Electronics,135.31,806.43,0
701a695b-04cb-48b3-9e15-d20dcc538eb4,PRD-0024,STR-010,2023-01-14,Health & Beauty,96.38,1447.71,0
78b8ff75-6a26-4e42-917b-79f302e57786,PRD-0172,STR-017,2023-01-13,Apparel,333.89,1715.1,0
83be93fd-65f8-436c-9de9-668370373c1b,PRD-0003,STR-020,2023-01-14,Toys & Games,59.21,280.92,0
ef4ac656-7b17-4a35-a937-a9e0905e3a31,PRD-0161,STR-044,2023-01-15,Electronics,336.82,1181.59,0
9a8475f5-2010-4efd-b2e4-c620a7603fbf,PRD-0161,STR-031,2023-01-15,Automotive,293.8,1456.16,0
b4691179-de02-42e6-b4a8-be9e95f1c570,PRD-0076,STR-032,2023-01-14,Automotive,316.08,455.7,1
da891750-ff2a-4340-ad76-9c7c661cce76,PRD-0038,STR-048,2023-01-14,Grocery,82.94,1015.37,0
a69f235c-bd61-41bb-8524-5096d9543084,PRD-0044,STR-011,2023-01-14,Health & Beauty,463.51,1159.04,0
f7855937-5a64-469d-ab25-ae034b89fdb8,PRD-0183,STR-038,2023-01-15,Sports & Outdoors,152.15,852.68,0
d173c130-cbd6-409d-874c-defb4c1c66ea,PRD-0009,STR-032,2023-01-15,Grocery,185.63,1899.73,0
5e2d878c-d6c3-4a56-8889-3bba8a402be5,PRD-0084,STR-006,2023-01-14,Toys & Games,133.76,1298.68,1
cf835118-610e-41e8-96b1-c1c081c16e2d,PRD-0090,STR-013,2023-01-15,Sports & Outdoors,447.04,529.32,0
c7ca6549-39d5-4718-ab27-702ade0ea6f3,PRD-0077,STR-046,2023-01-14,Home & Garden,255.95,425.88,0
cbb7c99e-65b2-4959-a70a-6d69e35564f6,PRD-0191,STR-011,2023-01-14,Sports & Outdoors,371.57,1303.68,0
82c60713-52d7-4402-a48f-8f4fcf45a51c,PRD-0179,STR-014,2023-01-16,Grocery,410.07,1377.13,1
9564e99e-8dee-4212-a7fa-ba1c34e22fca,PRD-0153,STR-031,2023-01-14,Apparel,252.12,1926.59,0
4c5bb7b4-0668-4fc6-b273-de420f1f0095,PRD-0064,STR-045,2023-01-16,Home & Garden,426.52,1041.73,0
841e6f19-6ea9-422b-bce4-f9f34ac80f55,PRD-0026,STR-037,2023-01-16,Grocery,286.85,106.51,0
8c741f50-8cbf-48f8-b36d-84301937ebd1,PRD-0126,STR-022,2023-01-15,Sports & Outdoors,47.57,788.78,0
0bed8337-51b0-4f4b-a885-eb0cb5b4ac2d,PRD-0131,STR-042,2023-01-14,Grocery,234.07,1705.62,0
c182cfb9-7096-49c5-9d60-d96b760c3cba,PRD-0146,STR-037,2023-01-15,Electronics,367.69,1687.58,0
ec36e528-743f-45e5-a678-c536e2605f7f,PRD-0127,STR-034,2023-01-16,Sports & Outdoors,4.08,1825.56,0
a07343a0-908a-4583-bf9b-0dbc56101f1f,PRD-0172,STR-046,2023-01-16,Sports & Outdoors,242.32,1505.57,0
05c73443-fb3c-4337-a3b0-491313a2bb15,PRD-0016,STR-047,2023-01-16,Home & Garden,115.67,1092.77,0
9acd359e-ff82-42f3-8368-97e5d27e95f8,PRD-0087,STR-043,2023-01-16,Automotive,492.35,811.73,0
7b13b8c3-31d6-4fa2-bdd3-caf7bc50999b,PRD-0133,STR-014,2023-01-15,Grocery,13.32,1593.73,0
b3bc7ef8-7ba7-42c6-9e17-1f26842e8b47,PRD-0081,STR-045,2023-01-17,Toys & Games,144.7,348.3,0
6f17e70c-cafd-4487-8c35-44237fee2286,PRD-0070,STR-050,2023-01-17,Sports & Outdoors,112.94,1967.94,0
71f89446-55cc-423b-a251-107d2277eb14,PRD-0090,STR-040,2023-01-15,Sports & Outdoors,286.87,860.96,0
a4effea8-9c1f-41f4-b6b4-e7952c707c1a,PRD-0115,STR-013,2023-01-16,Health & Beauty,44.76,1179.55,0
2e913d13-3188-4817-94d2-37bb1f1e9d81,PRD-0083,STR-024,2023-01-17,Home & Garden,35.18,855.08,0
f681fc25-71fe-48be-9004-ea65a0b5f963,PRD-0134,STR-029,2023-01-16,Health & Beauty,191.39,24.7,0
1d93e6d1-42ff-4f64-bda0-56a25517e42e,PRD-0124,STR-044,2023-01-16,Home & Garden,189.16,1329.81,0
38c16ad7-57a8-4d6e-8dbc-d1a1351c21e8,PRD-0076,STR-026,2023-01-17,Health & Beauty,289.4,600.8,0
524d9eca-8425-42e4-910d-42f7bb82ff35,PRD-0181,STR-016,2023-01-16,Health & Beauty,161.05,1681.18,0
9ac3227b-38a7-4549-92ae-43afdcc7b7b4,PRD-0105,STR-038,2023-01-16,Sports & Outdoors,411.29,1461.08,0
